record_id,source_dataset,data_origin,borrower_scope,dataset,business_age_years,registered_capital_wan,industry,employee_count,annual_revenue_wan,annual_profit_wan,profit_margin,cash_flow_wan,asset_liability_ratio,invalid_invoice_ratio,supplier_count,customer_count,customer_concentration,tax_level,tax_score,annual_tax_wan,has_default_history,overdue_count_2yr,credit_inquiry_3m,legal_disputes,has_real_estate,real_estate_value_wan,has_other_collateral,revenue_volatility,is_ecommerce,is_tech_enterprise,default_probability,has_defaulted,credit_rating,loan_amount,loan_currency,loan_term,interest_rate,has_license,has_bank_flow,overdue_history,has_guarantee,original_credit_risk,checking_status_code,credit_history_code,loan_purpose_code,loan_purpose,savings_code,employment_duration_code,installment_rate_code,personal_status_sex_code,other_debtors_code,present_residence_code,property_code,age,other_installment_plans_code,housing_code,number_credits_code,job_code,people_liable_code,telephone_code,foreign_worker_code,risk_label,risk_label_definition
SGC-0001,UCI South German Credit,public_real_world_historical,individual,UCI_South_German_Credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049,DEM,18,,,,,0,1,1,4,2,used_car,1,2,4,2,1,4,2,21,3,1,1,3,2,1,2,0,1=bad credit risk; 0=good credit risk
SYN-1590,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,2.0,132.7,manufacturing,3,886.7,-7.2,-0.0082,-3.7,0.1244,0.06,5,10,0.1786,M,3,43.4,0,1,2,0,0,0,0,0.126,0,0,0.2108,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1591,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,4.2,149.7,wholesale_retail,3,1387.2,73.2,0.0527,133.2,0.9,0.1509,11,19,0.1376,M,3,30.9,0,1,3,0,0,0,0,0.1762,0,0,0.2288,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1592,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,6.0,1241.2,manufacturing,4,656.2,101.7,0.155,191.4,0.2571,0.0773,8,17,0.2682,B,4,8.8,0,0,1,0,0,0,0,0.2305,0,0,0.0535,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1593,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.5,41.6,wholesale_retail,19,124.3,-3.0,-0.0239,1.5,0.9,0.0199,13,21,0.1505,B,4,6.1,0,0,2,1,0,0,0,0.2811,0,0,0.4412,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1594,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.4,358.7,manufacturing,4,197.2,31.6,0.1601,24.7,0.2389,0.027,13,13,0.2856,C,2,7.1,1,3,1,1,1,30.6,0,0.2381,0,0,0.4871,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1595,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,3.7,170.1,wholesale_retail,1,518.8,54.2,0.1044,83.3,0.4318,0.0311,12,16,0.645,B,4,13.7,0,0,0,1,0,0,0,0.2482,0,0,0.1274,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1596,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.5,12.9,transportation,1,1680.1,58.8,0.035,56.6,0.1845,0.078,8,16,0.3143,M,3,58.8,0,3,3,0,0,0,0,0.6703,0,0,0.3321,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1597,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,6.9,62.0,wholesale_retail,3,140.2,5.5,0.0389,29.5,0.3809,0.1323,7,14,0.5101,C,2,4.7,0,0,2,0,1,122.0,0,0.4594,0,0,0.1542,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1598,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.4,90.2,wholesale_retail,1,225.2,9.6,0.0425,10.6,0.4439,0.095,13,14,0.1804,A,5,2.5,0,1,4,0,0,0,0,1.0539,0,0,0.3965,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1599,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.3,106.5,manufacturing,1,216.6,3.8,0.0175,10.1,0.1683,0.1365,6,15,0.7807,M,3,3.8,0,1,2,0,0,0,0,0.9419,0,0,0.3791,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1600,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,4.5,41.9,scientific_research,1,43.7,0.6,0.0133,14.4,0.5425,0.1379,10,19,1.4396,B,4,0.8,0,1,1,0,0,0,0,0.4897,1,0,0.3009,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1601,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,0.5,163.2,wholesale_retail,1,4622.8,81.1,0.0175,66.1,0.9,0.2391,3,10,0.0779,B,4,242.6,0,0,4,0,0,0,0,0.4783,1,0,0.2925,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1602,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,7.9,549.7,scientific_research,1,213.7,2.6,0.012,27.7,0.2358,0.0031,7,11,0.3143,C,2,5.6,0,0,2,0,0,0,0,0.3454,0,0,0.1132,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1603,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.7,110.0,wholesale_retail,11,91.1,-0.4,-0.0039,4.5,0.6234,0.0061,4,20,0.6144,B,4,1.1,0,0,1,0,1,108.1,0,1.1231,0,0,0.2832,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1604,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,3.2,187.0,it_tech,5,499.3,7.5,0.0151,17.9,0.5616,0.1445,10,14,0.3032,M,3,18.1,0,0,5,0,0,0,0,0.8581,0,0,0.2548,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1605,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,2.4,67.9,wholesale_retail,1,52.2,0.6,0.0106,7.4,0.9,0.0267,2,14,0.3224,C,2,2.7,0,1,1,1,1,92.0,1,0.4789,0,0,0.462,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1606,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,6.1,37.4,transportation,1,1129.7,42.0,0.0372,82.1,0.1137,0.0043,9,19,0.6623,M,3,66.2,0,1,2,1,0,0,0,0.2234,1,0,0.1474,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1607,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,4.8,5,hospitality_food,2,42.5,1.2,0.0284,15.3,0.3714,0.0086,13,16,0.1575,C,2,2.1,0,2,2,1,1,85.1,0,0.5354,0,0,0.2732,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1608,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.8,16.5,manufacturing,3,886.4,20.2,0.0228,24.3,0.2183,0.0189,7,13,1.1245,C,2,48.9,0,2,2,0,0,0,0,0.7573,0,0,0.2914,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1609,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,4.2,167.1,hospitality_food,242,381.6,-6.4,-0.0168,1.3,0.8025,0.0526,10,19,0.449,B,4,4.9,0,2,3,0,0,0,0,0.4073,1,0,0.3068,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1610,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,7.4,288.9,education,2,179.0,7.6,0.0427,27.7,0.786,0.0512,5,13,0.1582,A,5,2.6,1,2,2,0,0,0,0,0.5244,0,0,0.412,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1611,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.9,25.6,wholesale_retail,1,1706.1,130.6,0.0765,177.6,0.602,0.0289,9,24,0.5852,C,2,20.1,0,0,7,0,0,0,0,1.2027,0,1,0.2362,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1612,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,12.1,28.9,it_tech,159,37.1,0.7,0.0187,14.9,0.7072,0.0293,18,12,0.4369,A,5,1.8,0,1,0,0,0,0,0,1.7581,0,0,0.2124,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1613,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.6,125.5,manufacturing,2,283.7,37.1,0.1309,44.4,0.3186,0.0632,4,15,0.1234,M,3,8.3,0,0,4,0,1,93.5,0,0.1635,1,0,0.1853,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1614,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.1,36.9,resident_service,1,1201.2,-3.7,-0.0031,-1.3,0.4773,0.1226,11,10,0.2518,B,4,16.1,0,0,3,0,0,0,1,0.4125,0,0,0.277,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1615,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,0.8,97.8,scientific_research,4,84.5,2.0,0.0238,3.8,0.9,0.09,4,19,0.5144,B,4,4.8,0,1,0,0,0,0,0,0.5436,0,0,0.5358,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1616,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,7.0,58.9,it_tech,2,293.3,28.7,0.0979,57.2,0.5455,0.0559,7,18,0.2967,A,5,17.2,1,4,1,0,0,0,0,0.9581,0,0,0.4389,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1617,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.7,44.4,agriculture,47,16.2,1.3,0.079,6.0,0.1446,0.0012,9,16,0.1815,A,5,0.9,0,1,2,1,0,0,0,0.1629,0,0,0.4297,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1618,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.7,33.0,it_tech,4,115.7,6.9,0.0599,9.7,0.6471,0.0906,5,9,0.6693,B,4,4.1,0,3,1,0,0,0,0,0.0757,0,0,0.4285,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1619,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,5.3,13.4,wholesale_retail,1,103.6,-2.4,-0.0229,12.9,0.4484,0.0282,9,13,0.8324,C,2,4.0,0,1,3,0,0,0,0,0.8142,0,0,0.3176,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1620,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,5.8,14.4,wholesale_retail,1,66.5,0.5,0.008,18.1,0.5321,0.0934,9,16,0.7087,A,5,2.2,0,0,1,0,1,30,0,1.1132,0,0,0.1474,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1621,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,7.5,22.5,manufacturing,1,536.2,7.2,0.0134,34.0,0.9,0.0646,5,18,0.1543,M,3,16.6,0,0,0,2,1,145.1,0,0.7095,1,0,0.1955,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1622,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,18.5,20.7,wholesale_retail,11,103.3,11.2,0.1082,41.3,0.1991,0.036,8,16,0.0363,M,3,6.0,0,3,2,0,0,0,0,0.407,0,0,0.2182,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1623,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,3.3,84.1,manufacturing,1,52.4,-0.9,-0.0174,8.2,0.4038,0.0597,13,21,0.3807,M,3,3.1,0,0,1,0,0,0,0,1.2023,0,0,0.3408,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1624,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,0.2,120.1,agriculture,66,79.0,-1.4,-0.0183,-0.5,0.1842,0.0192,6,18,0.1887,C,2,3.5,0,0,2,0,0,0,0,0.3005,0,1,0.3827,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1625,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,6.4,25.0,manufacturing,1,1306.6,99.9,0.0764,168.9,0.1003,0.0017,6,15,0.4879,M,3,36.9,0,3,2,0,0,0,0,0.5914,1,0,0.1501,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1626,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,11.8,30.3,manufacturing,1,10,0.8,0.0772,4.0,0.1108,0.0034,6,21,2.0864,M,3,0.4,0,1,4,0,0,0,0,0.4285,0,0,0.1785,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1627,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,3.3,9.2,wholesale_retail,1,2360.4,128.4,0.0544,150.5,0.4238,0.046,7,19,0.1839,A,5,140.1,1,5,0,1,0,0,0,0.4087,0,0,0.4494,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1628,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,4.3,225.1,it_tech,1,35.9,0.9,0.0258,14.3,0.691,0.0071,8,15,0.1866,C,2,0.4,0,3,1,1,0,0,0,0.466,0,0,0.4403,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1629,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,3.9,49.5,healthcare,1,256.1,-1.8,-0.0072,10.2,0.2099,0.1183,12,17,0.2372,B,4,10.5,0,0,4,2,1,118.8,0,0.1104,0,0,0.2647,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1630,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,3.6,12.1,construction,3,200.8,3.7,0.0182,16.0,0.5631,0.0378,14,14,0.2051,C,2,7.3,0,1,1,0,0,0,0,0.2315,0,0,0.3205,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1631,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,2.2,24.8,agriculture,2,36.6,2.9,0.0803,11.8,0.866,0.0574,6,15,0.3924,M,3,2.2,0,0,0,1,0,0,0,0.3031,0,0,0.3441,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1632,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.5,127.5,wholesale_retail,1,33.5,3.3,0.0985,7.8,0.2751,0.0532,5,13,0.2738,A,5,1.1,0,1,1,0,0,0,0,0.5065,0,0,0.267,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1633,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,11.5,57.9,resident_service,1,74.3,2.6,0.0352,29.7,0.604,0.017,7,15,0.3464,M,3,3.0,0,1,3,1,1,186.8,0,0.5944,0,0,0.2232,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1634,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,6.4,35.5,other,9,196.3,2.1,0.0106,21.1,0.622,0.1211,5,28,0.2825,M,3,11.7,0,2,2,0,0,0,0,0.4218,1,0,0.3128,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1635,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.8,81.7,manufacturing,1,241.3,1.8,0.0075,7.9,0.2354,0.0436,16,16,0.1015,B,4,4.4,1,4,0,0,1,76.3,0,0.7987,0,0,0.4887,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1636,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,0.6,229.5,wholesale_retail,1,220.8,-4.6,-0.021,-3.5,0.235,0.0064,15,17,0.4032,A,5,3.5,1,8,2,0,0,0,0,0.3817,0,0,0.8856,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1637,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,4.3,13.2,manufacturing,1,1036.6,-41.6,-0.0401,-50.5,0.9,0.028,10,16,0.2955,C,2,33.7,0,0,1,0,1,152.2,0,0.6253,0,0,0.1493,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1638,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.4,43.8,agriculture,1,521.0,10.1,0.0195,20.3,0.9,0.0558,10,9,0.1197,M,3,7.4,0,0,3,0,0,0,0,1.021,0,0,0.361,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1639,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,5.0,54.0,it_tech,1,348.9,9.6,0.0276,23.6,0.3923,0.0066,11,14,0.1589,D,1,16.0,0,1,1,0,0,0,0,0.1051,0,0,0.187,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1640,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,4.6,17.4,wholesale_retail,4,215.1,12.3,0.057,29.0,0.1753,0.0232,10,21,0.0543,B,4,3.6,0,1,3,0,0,0,1,0.6066,0,0,0.2352,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1641,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,3.6,117.6,education,9,22.6,2.2,0.0961,9.0,0.1408,0.0121,7,11,0.2213,M,3,0.8,0,1,1,1,0,0,0,0.7316,0,1,0.2889,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1642,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,0.7,29.4,wholesale_retail,50,10,1.1,0.1092,3.9,0.9,0.0214,12,12,0.1169,A,5,0.4,0,1,1,0,0,0,0,0.2492,0,0,0.3969,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1643,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,6.6,29.6,manufacturing,2,118.7,11.3,0.0955,27.9,0.1058,0.0291,10,15,1.0737,M,3,4.9,0,0,2,0,0,0,0,0.5427,0,0,0.1357,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1644,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,9.1,212.9,manufacturing,1,157.2,-1.9,-0.012,25.4,0.1431,0.035,13,19,0.388,B,4,8.5,0,1,1,0,1,134.6,0,0.5474,0,0,0.1213,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1645,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,4.9,110.8,manufacturing,1,682.4,26.3,0.0386,40.7,0.7401,0.0743,6,19,0.1437,M,3,22.1,0,1,2,0,0,0,0,0.4006,1,0,0.1559,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1646,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,3.0,133.3,wholesale_retail,1,47.0,-0.6,-0.0119,8.6,0.2506,0.0117,10,17,0.0959,C,2,1.4,0,1,2,0,0,0,0,0.6384,0,0,0.3229,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1647,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,9.5,7.1,agriculture,1,172.5,22.0,0.1276,51.5,0.3952,0.1829,7,16,1.182,B,4,8.3,0,1,1,0,0,0,0,2.0121,0,0,0.2493,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1648,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,0.5,28.9,wholesale_retail,1,198.5,-2.6,-0.0131,-1.3,0.7844,0.0784,11,19,0.0256,D,1,2.8,0,1,1,0,0,0,1,0.3863,0,0,0.4093,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1649,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,8.2,52.4,hospitality_food,1,889.8,34.5,0.0388,84.2,0.9,0.0282,16,24,0.2821,A,5,39.8,0,1,0,0,1,148.1,0,0.4753,0,0,0.0746,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1650,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,2.2,43.5,resident_service,318,383.9,51.3,0.1336,46.2,0.873,0.0182,8,13,0.3944,M,3,21.6,0,1,2,0,0,0,1,0.1465,0,0,0.2359,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1651,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,7.6,420.1,wholesale_retail,1,243.4,18.6,0.0765,38.4,0.1511,0.0454,17,19,0.0889,D,1,14.5,0,1,2,0,0,0,0,1.3644,0,0,0.1963,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1652,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,3.6,14.8,it_tech,1,90.4,0.1,0.0008,10.8,0.5204,0.0412,12,16,0.5167,D,1,4.2,0,0,1,0,1,162.9,0,0.9871,0,0,0.2413,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1653,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,0.5,53.0,resident_service,8,87.6,5.5,0.0631,6.9,0.2912,0.0091,13,14,0.0971,B,4,3.4,0,2,0,0,0,0,0,0.5774,0,0,0.3397,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1654,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,2.8,34.9,other,1,392.2,5.8,0.0147,17.8,0.1135,0.0827,13,16,0.216,M,3,21.1,0,0,2,0,0,0,0,0.2813,0,0,0.209,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1655,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.2,37.6,wholesale_retail,1,183.7,9.3,0.0506,17.8,0.3311,0.1416,6,14,0.4648,B,4,2.7,1,8,2,0,1,165.2,0,0.4425,0,0,0.8675,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-1656,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,3.3,23.1,wholesale_retail,4,102.0,3.2,0.0316,14.9,0.8415,0.0109,9,15,0.1881,B,4,2.4,0,1,3,0,0,0,0,0.1398,0,0,0.3568,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
