record_id,source_dataset,data_origin,borrower_scope,business_type,industry,business_age,monthly_revenue,monthly_cost,net_cashflow,existing_debt,loan_amount,loan_currency,loan_term,interest_rate,has_license,has_bank_flow,overdue_history,has_guarantee,risk_label,risk_label_definition,original_credit_risk,checking_status_code,credit_history_code,loan_purpose_code,loan_purpose,savings_code,employment_duration_code,installment_rate_code,personal_status_sex_code,other_debtors_code,present_residence_code,property_code,age,other_installment_plans_code,housing_code,number_credits_code,job_code,people_liable_code,telephone_code,foreign_worker_code
SGC-0247,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1800,DEM,18,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,3,furniture_equipment,1,3,4,3,1,2,3,24,3,2,2,3,2,1,2
SGC-0248,UCI South German Credit,public_real_world_historical,individual,,,,,,,,4151,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,3,2,used_car,2,3,2,3,1,3,2,35,3,2,2,3,2,1,2
SGC-0249,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2631,DEM,15,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,2,5,domestic_appliances,2,3,3,2,1,2,1,25,3,2,1,2,2,1,2
SGC-0250,UCI South German Credit,public_real_world_historical,individual,,,,,,,,5248,DEM,21,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,1,new_car,5,3,1,3,1,3,3,26,3,2,1,3,2,1,2
SGC-0251,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2899,DEM,18,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,3,0,other,5,5,4,3,1,4,3,43,3,2,1,3,1,1,2
SGC-0252,UCI South German Credit,public_real_world_historical,individual,,,,,,,,6204,DEM,18,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,3,5,domestic_appliances,1,3,2,3,1,4,1,44,3,2,1,2,1,2,2
SGC-0253,UCI South German Credit,public_real_world_historical,individual,,,,,,,,804,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,3,furniture_equipment,1,5,4,3,1,4,3,38,3,2,1,3,2,1,2
SGC-0254,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3595,DEM,36,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,3,furniture_equipment,1,5,4,3,1,2,3,28,3,2,1,3,2,1,2
SGC-0255,UCI South German Credit,public_real_world_historical,individual,,,,,,,,5711,DEM,36,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,1,new_car,4,5,4,3,1,2,3,38,3,2,2,4,2,2,2
SGC-0256,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2687,DEM,15,,,,,0,0,1=bad credit risk; 0=good credit risk,1,3,2,9,retraining,1,4,2,3,1,4,2,26,3,1,1,3,2,2,2
SGC-0257,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3643,DEM,15,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,3,2,used_car,1,5,1,2,1,4,2,27,3,2,2,2,2,1,2
SGC-0258,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2146,DEM,10,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,2,used_car,1,2,1,2,1,3,1,23,3,1,2,3,2,1,2
SGC-0259,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2315,DEM,10,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,3,furniture_equipment,1,5,3,3,1,4,1,52,3,2,1,2,2,1,2
SGC-0260,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3448,DEM,5,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,9,retraining,1,4,1,3,1,4,1,74,3,2,1,2,2,1,2
SGC-0261,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2708,DEM,15,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,2,used_car,1,2,2,3,1,3,2,27,1,2,2,2,2,1,2
SGC-0262,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1393,DEM,11,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,0,other,1,2,4,2,1,4,3,35,3,2,2,4,2,1,2
SGC-0263,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1275,DEM,10,,,,,0,0,1=bad credit risk; 0=good credit risk,1,3,2,2,used_car,1,2,4,2,1,2,2,23,3,2,1,3,2,1,2
SGC-0264,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1313,DEM,9,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,2,used_car,1,5,1,3,1,4,3,20,3,2,1,3,2,1,2
SGC-0265,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1493,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,3,furniture_equipment,1,2,4,2,1,3,3,34,3,2,1,3,1,1,2
SGC-0266,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2675,DEM,22,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,3,furniture_equipment,3,5,3,3,1,4,3,40,3,2,1,3,2,1,2
SGC-0267,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2118,DEM,9,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,2,3,furniture_equipment,1,3,2,3,1,2,1,37,3,2,1,2,1,1,2
SGC-0268,UCI South German Credit,public_real_world_historical,individual,,,,,,,,909,DEM,36,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,0,other,3,5,4,3,1,4,2,36,3,2,1,3,2,1,2
SGC-0269,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1258,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,2,used_car,1,2,2,2,1,4,2,22,3,1,2,2,2,1,2
SGC-0270,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1569,DEM,15,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,1,3,furniture_equipment,2,5,4,3,1,4,3,34,1,2,1,2,1,1,2
SGC-0271,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1236,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,1,new_car,3,3,2,3,1,4,2,50,3,1,1,3,2,1,2
SGC-0272,UCI South German Credit,public_real_world_historical,individual,,,,,,,,7678,DEM,36,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,3,2,used_car,3,4,2,2,1,4,3,40,3,2,2,3,2,2,2
SGC-0273,UCI South German Credit,public_real_world_historical,individual,,,,,,,,660,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,5,domestic_appliances,3,4,2,4,1,4,1,23,3,1,1,2,2,1,2
SGC-0274,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2835,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,2,used_car,3,5,3,3,1,4,2,53,3,2,1,3,2,1,2
SGC-0275,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2670,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,1,new_car,1,5,4,3,1,4,3,35,3,2,1,4,2,2,2
SGC-0276,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3447,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,1,8,vacation,3,3,4,2,1,3,1,35,3,2,1,2,1,1,2
SGC-0277,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3568,DEM,15,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,3,furniture_equipment,1,5,4,2,1,2,3,54,1,1,1,4,2,2,2
SGC-0278,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3652,DEM,21,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,4,9,retraining,1,4,2,3,1,3,2,27,3,2,2,3,2,1,2
SGC-0279,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3660,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,3,furniture_equipment,1,3,2,2,1,4,3,28,3,2,1,3,2,1,2
SGC-0280,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1126,DEM,9,,,,,0,0,1=bad credit risk; 0=good credit risk,1,3,2,3,furniture_equipment,2,5,2,1,1,4,1,49,3,2,1,3,2,1,2
SGC-0281,UCI South German Credit,public_real_world_historical,individual,,,,,,,,683,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,3,3,3,furniture_equipment,1,2,2,2,1,1,2,29,1,2,1,3,2,1,2
SGC-0282,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2251,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,3,2,2,used_car,1,3,1,2,1,2,3,46,3,2,1,2,2,1,2
SGC-0283,UCI South German Credit,public_real_world_historical,individual,,,,,,,,4675,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,1,new_car,5,2,1,2,1,4,3,20,3,1,1,3,2,1,2
SGC-0284,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2353,DEM,21,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,3,0,other,1,3,1,1,1,4,2,47,3,2,2,3,2,1,2
SGC-0285,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3357,DEM,21,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,3,furniture_equipment,4,2,4,2,1,2,3,29,1,2,1,3,2,1,2
SGC-0286,UCI South German Credit,public_real_world_historical,individual,,,,,,,,672,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,0,other,1,1,1,2,1,4,1,54,3,2,1,1,2,2,2
SGC-0287,UCI South German Credit,public_real_world_historical,individual,,,,,,,,338,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,4,3,furniture_equipment,3,5,4,3,1,4,3,52,3,2,2,3,2,1,2
SGC-0288,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2697,DEM,9,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,3,furniture_equipment,1,3,1,3,1,2,1,32,3,2,1,3,1,1,2
SGC-0289,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2507,DEM,9,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,0,other,3,5,2,3,1,4,4,51,3,3,1,2,2,1,2
SGC-0290,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1478,DEM,15,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,3,3,furniture_equipment,1,3,4,4,1,3,1,33,1,2,2,3,2,1,2
SGC-0291,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3565,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,6,repairs,5,2,2,3,1,1,2,37,3,2,2,2,1,1,2
SGC-0292,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2221,DEM,15,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,2,used_car,3,3,2,2,1,4,3,20,3,1,1,3,2,1,2
SGC-0293,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1898,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,3,furniture_equipment,5,3,1,3,1,2,1,34,3,2,2,2,1,1,2
SGC-0294,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1449,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,3,9,retraining,2,5,1,1,1,2,3,31,1,2,2,3,1,1,2
SGC-0295,UCI South German Credit,public_real_world_historical,individual,,,,,,,,960,DEM,15,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,3,2,used_car,4,4,3,2,1,2,2,30,3,2,2,3,2,1,2
SGC-0296,UCI South German Credit,public_real_world_historical,individual,,,,,,,,8133,DEM,36,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,1,new_car,1,3,1,2,1,2,2,30,1,2,1,3,2,1,2
SGC-0297,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2301,DEM,9,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,2,used_car,2,2,2,2,1,4,2,22,3,1,1,3,2,1,2
SGC-0298,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1743,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,3,9,retraining,2,3,1,3,1,2,1,34,3,2,2,2,2,1,2
SGC-0299,UCI South German Credit,public_real_world_historical,individual,,,,,,,,983,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,2,2,used_car,4,2,1,2,1,4,1,19,3,1,1,2,2,1,2
SGC-0300,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2320,DEM,18,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,3,3,furniture_equipment,1,1,2,4,1,3,1,34,3,2,2,3,2,1,2
SGC-0301,UCI South German Credit,public_real_world_historical,individual,,,,,,,,339,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,1,8,vacation,1,5,4,4,1,1,3,45,1,2,1,2,2,1,2
SGC-0302,UCI South German Credit,public_real_world_historical,individual,,,,,,,,5152,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,3,2,3,furniture_equipment,1,4,4,3,1,2,3,25,1,2,1,3,2,1,2
SGC-0303,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3749,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,3,2,2,used_car,1,2,2,2,1,4,3,26,3,2,1,3,2,1,2
SGC-0304,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3074,DEM,9,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,3,furniture_equipment,5,3,1,3,1,2,1,33,3,2,2,3,1,1,2
SGC-0305,UCI South German Credit,public_real_world_historical,individual,,,,,,,,745,DEM,9,,,,,0,1,1=bad credit risk; 0=good credit risk,0,3,2,3,furniture_equipment,1,3,3,2,1,2,1,28,3,2,1,2,2,1,2
SGC-0306,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1469,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,0,other,2,5,4,4,1,4,1,41,3,1,1,2,2,1,2
SGC-0307,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1374,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,2,used_car,1,3,1,3,1,2,1,36,1,2,1,2,2,2,2
SGC-0308,UCI South German Credit,public_real_world_historical,individual,,,,,,,,783,DEM,6,,,,,1,0,1=bad credit risk; 0=good credit risk,1,4,1,0,other,5,3,1,3,3,2,1,26,2,2,1,2,1,1,2
SGC-0309,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2606,DEM,21,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,3,furniture_equipment,1,2,4,2,1,4,2,28,3,1,1,4,2,2,2
SGC-0310,UCI South German Credit,public_real_world_historical,individual,,,,,,,,9436,DEM,54,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,0,1,new_car,5,3,2,3,1,2,2,39,3,2,1,2,1,1,2
SGC-0311,UCI South German Credit,public_real_world_historical,individual,,,,,,,,930,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,3,furniture_equipment,5,5,4,3,1,4,1,65,3,2,4,3,2,1,2
SGC-0312,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2751,DEM,48,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,1,new_car,5,5,4,3,1,3,3,38,3,2,2,3,1,2,2
SGC-0313,UCI South German Credit,public_real_world_historical,individual,,,,,,,,250,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,0,other,4,3,2,2,1,2,1,41,1,2,2,2,2,1,2
SGC-0314,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1201,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,2,0,other,1,2,4,3,1,1,2,26,3,2,1,3,2,1,2
SGC-0315,UCI South German Credit,public_real_world_historical,individual,,,,,,,,662,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,0,other,1,2,3,3,1,4,1,41,3,2,1,2,1,2,2
SGC-0316,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1300,DEM,15,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,1,new_car,5,5,4,3,1,4,4,45,1,3,1,3,1,1,2
SGC-0317,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1559,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,1,9,retraining,1,4,4,3,1,4,3,40,1,2,1,3,2,2,2
SGC-0318,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3016,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,3,2,3,furniture_equipment,1,3,3,4,1,1,3,24,3,2,1,3,2,1,2
SGC-0319,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1360,DEM,15,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,3,furniture_equipment,1,3,4,3,1,2,2,31,3,2,2,3,2,1,2
SGC-0320,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1204,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,0,0,other,2,3,4,3,1,1,4,35,1,1,1,3,2,1,1
SGC-0321,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1597,DEM,10,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,0,other,3,3,3,3,1,2,4,40,3,1,1,2,1,1,1
SGC-0322,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2073,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,3,furniture_equipment,2,3,4,2,2,2,1,28,3,2,1,3,2,1,2
SGC-0323,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2142,DEM,11,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,9,retraining,4,5,1,1,1,2,1,28,3,2,1,3,2,2,2
SGC-0324,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2132,DEM,10,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,4,2,used_car,5,2,2,2,2,3,1,27,3,1,2,3,2,1,1
SGC-0325,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1546,DEM,10,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,0,other,1,3,3,3,1,2,1,31,3,2,1,2,1,1,1
SGC-0326,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1287,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,0,other,4,5,4,2,1,4,1,37,3,2,2,3,2,2,2
SGC-0327,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1418,DEM,10,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,0,other,2,3,3,3,1,2,1,35,3,1,1,2,2,1,1
SGC-0328,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1343,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,3,4,0,other,1,5,1,3,1,4,1,46,3,2,2,3,1,1,1
SGC-0329,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2662,DEM,18,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,0,other,5,4,4,3,1,3,2,32,3,2,1,3,2,1,1
SGC-0330,UCI South German Credit,public_real_world_historical,individual,,,,,,,,6070,DEM,18,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,3,furniture_equipment,1,5,3,3,1,4,3,33,3,2,2,3,2,2,2
SGC-0331,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1927,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,6,repairs,5,3,3,2,1,2,3,33,3,2,2,3,2,2,2
SGC-0332,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2404,DEM,18,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,3,furniture_equipment,1,3,2,2,1,2,3,26,3,2,2,3,2,1,2
SGC-0333,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1554,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,3,furniture_equipment,1,4,1,2,1,2,3,24,3,1,2,3,2,2,2
SGC-0334,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1283,DEM,22,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,0,other,5,4,4,2,1,4,2,25,3,1,1,3,2,1,2
SGC-0335,UCI South German Credit,public_real_world_historical,individual,,,,,,,,717,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,3,0,other,5,5,4,4,1,4,3,54,3,2,2,3,2,2,2
SGC-0336,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1747,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,2,used_car,1,2,4,3,2,1,2,24,3,2,1,2,2,1,1
SGC-0337,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1288,DEM,9,,,,,1,0,1=bad credit risk; 0=good credit risk,1,1,4,5,domestic_appliances,2,5,3,3,3,4,1,48,3,2,2,3,1,1,1
SGC-0338,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1038,DEM,10,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,4,0,other,1,4,4,3,2,3,2,49,3,2,2,3,2,2,2
SGC-0339,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2848,DEM,10,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,1,new_car,2,3,1,3,2,2,1,32,3,2,1,3,1,1,2
SGC-0340,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1413,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,1,new_car,4,4,3,3,1,2,2,55,3,2,1,3,2,1,1
SGC-0341,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3077,DEM,30,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,3,furniture_equipment,5,5,3,3,1,2,3,40,3,2,2,3,1,2,2
SGC-0342,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3632,DEM,24,,,,,1,0,1=bad credit risk; 0=good credit risk,1,1,1,1,new_car,1,3,1,2,3,4,3,22,1,1,1,3,2,1,1
SGC-0343,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3229,DEM,18,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,1,new_car,5,1,2,3,1,4,4,38,3,2,1,4,2,2,2
SGC-0344,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3577,DEM,9,,,,,1,0,1=bad credit risk; 0=good credit risk,1,4,2,0,other,2,3,1,3,3,2,1,26,3,1,1,3,1,1,1
SGC-0345,UCI South German Credit,public_real_world_historical,individual,,,,,,,,682,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,0,other,2,4,4,2,1,3,3,51,3,2,2,3,2,2,2
SGC-0346,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1924,DEM,10,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,3,furniture_equipment,1,3,1,3,1,4,2,38,3,2,1,3,2,2,1
SGC-0347,UCI South German Credit,public_real_world_historical,individual,,,,,,,,727,DEM,10,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,6,repairs,3,5,4,3,1,4,4,46,3,3,1,3,2,2,2
SGC-0348,UCI South German Credit,public_real_world_historical,individual,,,,,,,,781,DEM,10,,,,,0,0,1=bad credit risk; 0=good credit risk,1,3,4,0,other,1,5,4,3,1,4,4,63,3,3,2,3,2,2,2
SGC-0349,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2121,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,4,0,other,1,3,4,3,1,2,2,30,3,2,2,3,2,1,2
SGC-0350,UCI South German Credit,public_real_world_historical,individual,,,,,,,,701,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,6,repairs,1,3,4,3,1,2,3,32,3,2,2,3,2,1,2
SGC-0351,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2069,DEM,10,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,2,used_car,5,3,2,4,1,1,3,26,3,2,2,3,2,1,1
SGC-0352,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1525,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,0,other,4,4,4,2,1,3,3,34,3,2,1,3,1,2,2
SGC-0353,UCI South German Credit,public_real_world_historical,individual,,,,,,,,7629,DEM,48,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,9,retraining,5,5,4,1,1,2,3,46,1,2,2,4,1,1,2
SGC-0354,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3499,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,4,0,other,1,3,3,2,2,2,1,29,3,2,2,3,2,1,2
SGC-0355,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1346,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,3,furniture_equipment,2,5,2,3,1,4,4,42,1,3,1,3,1,2,2
SGC-0356,UCI South German Credit,public_real_world_historical,individual,,,,,,,,10477,DEM,36,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,1,new_car,5,5,2,3,1,4,4,42,3,3,2,3,2,1,2
SGC-0357,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2924,DEM,24,,,,,1,0,1=bad credit risk; 0=good credit risk,1,1,2,1,new_car,1,3,3,3,3,4,4,63,1,2,1,3,1,2,2
SGC-0358,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1231,DEM,10,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,0,other,1,5,3,3,1,4,1,32,3,2,2,2,1,1,1
SGC-0359,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1961,DEM,18,,,,,0,0,1=bad credit risk; 0=good credit risk,1,3,2,0,other,1,5,3,2,1,2,3,23,3,2,1,4,2,1,2
SGC-0360,UCI South German Credit,public_real_world_historical,individual,,,,,,,,5045,DEM,15,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,0,other,5,5,1,2,1,4,3,59,3,2,1,3,2,2,2
SGC-0361,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1255,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,0,other,1,5,4,3,1,4,1,61,3,2,2,2,2,1,2
SGC-0362,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1858,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,2,used_car,1,2,4,2,1,1,3,22,3,1,1,3,2,1,2
SGC-0363,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1221,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,2,used_car,5,3,1,4,1,2,2,27,3,2,2,3,2,1,2
SGC-0364,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1388,DEM,9,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,2,used_car,1,3,4,2,1,2,1,26,3,1,1,3,2,1,2
SGC-0365,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2279,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,3,furniture_equipment,5,3,4,3,1,4,4,37,3,3,1,3,2,2,2
SGC-0366,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2759,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,0,2,used_car,1,5,2,3,1,4,2,34,3,2,2,3,2,1,2
SGC-0367,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1258,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,3,2,3,furniture_equipment,3,3,3,2,1,3,3,57,3,2,1,2,2,1,2
SGC-0368,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1410,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,0,8,vacation,1,3,2,3,1,2,1,31,3,2,1,2,2,2,2
